original title,body_title,body_stem_title,body_lem_title,body_desc,body_stem_desc,body_lem_desc,classification,País,Idioma,Origem,original description,Data de publicação
Tomar vinagre com alho cru cura Covid-19.,tomar vinagre alho cru cura covid,tom vinagr alho cru cur covid,tomar vinagre alho cru cura covid,oms organiza mundial sa aponta alho alimento saud vel pode ter algumas propriedades antimicrobianas n h evid ncias eficaz contra covid revis estudos realizados fiocruz funda oswaldo cruz abril afirma alho potencial terap utico contra alguns tipos v rus s ndromes respirat rias comuns casos gripe resfriado nada relaciona covid,oms organiz mundial sa apont alho aliment saud vel pod ter algum propriedad antimicrobian n h evid nci eficaz contr covid rev estud realiz fiocruz fund oswald cruz abril afirm alho potencial terap utic contr alguns tip v rus s ndrom respirat rias comuns cas grip resfri nad relacion covid,tomar vinagre alho cru cura covid,Falso,,,,,
"A atriz brasileira Camila Pitanga anunciou que seu teste de malaria estava incorreto e que, de fato, ela foi diagnosticada com Covid-19.",atriz brasileira camila pitanga anunciou teste malaria incorreto fato diagnosticada covid,atriz brasileir camil pitang anunc test mal incorret fat diagnostic covid,atriz brasileiro camilo pitanga anunciar teste malaria incorreto fato diagnosticar covid,not cia sendo compartilhada verdade publicada originalmente perfil par dia twitter,not cia send compartilh verdad public original perfil par dia twitt,atriz brasileiro camilo pitanga anunciar teste malaria incorreto fato diagnosticar covid,Falso,,,,,
Cientista britanico Karl Friston provou que 80% da populacao e imune ao virus e que lockdown e inutil,cientista britanico karl friston provou populacao imune virus lockdown inutil,cientist britan karl friston prov populaca imun virus lockdown inutil,cientista britanico karl friston provar populacao imune virus lockdown inutil,mail friston explicou n mero citado n refere imunidade sim estimativa popula n deve ser afetada v rus disse ainda ser favor vel medidas isolamento social,mail friston explic n mer cit n refer imun sim estim popul n dev ser afet v rus diss aind ser favor vel med isol social,cientista britanico karl friston provar populacao imune virus lockdown inutil,Falso,,,,,
A atriz Leticia Spiller disse no Twitter que defensores de Bolsonaro devem morrer de Covid-19,atriz leticia spiller disse twitter defensores bolsonaro devem morrer covid,atriz letic spill diss twitt defensor bolsonar dev morr covid,atriz leticio spiller dizer twitter defensor bolsonaro dever morrer covid,n h nenhuma evid ncia dado declara es atriz nega,n h nenhum evid nci dad decl es atriz neg,atriz leticio spiller dizer twitter defensor bolsonaro dever morrer covid,Falso,,,,,
Uma enfermeira foi fotografada em uma lanchonete usando equipamento de protecao contra COVID-19,enfermeira fotografada lanchonete usando equipamento protecao contra covid,enfermeir fotograf lanchonet usand equip proteca contr covid,enfermeira fotografar lanchonete usar equipamento protecao contra covid,equipamentos mostrados foto n s mesmos usados profissionais linha frente durante trabalho,equip mostr fot n s mesm usad profission linh frent durant trabalh,enfermeira fotografar lanchonete usar equipamento protecao contra covid,Falso,,,,,
"O governador do Maranhao, Flavio Dino, compareceu ao enterro do seu pai, que morreu de COVID-19, sem mascara. Havia dezenas de pessoas no local. Para pessoas comuns, os enterros sao limitados a 10 familiares",governador maranhao flavio dino compareceu enterro pai morreu covid mascara havia dezenas pessoas local pessoas comuns enterros sao limitados familiares,govern maranha flavi din comparec enterr pai morr covid masc hav dezen pesso local pesso comuns enterr sao limit famili,governador maranhao flavio dino comparecer enterro pai morrer covid mascara haver dezena pessoa local pessoa comum enterro ser limitar familiar,fotos publicadas n s enterro pai fl vio dino vel rio deputado maranhense ocorrido,fot public n s enterr pai fl vio din vel rio deput maranhens ocorr,governador maranhao flavio dino comparecer enterro pai morrer covid mascara haver dezena pessoa local pessoa comum enterro ser limitar familiar,Falso,,,,,
A rede de supermercados Extra esta distribuindo 15 milhoes de reais em produtos para pessoas em situacao de vulnerabilidade durante a pandemia,rede supermercados extra distribuindo milhoes reais produtos pessoas situacao vulnerabilidade durante pandemia,red supermerc extra distribu milho rea produt pesso situaca vulner durant pandem,rede supermercado extra distribuir milho real produto pessoa situacao vulnerabilidade durante pandemia,post golpe roubo dados pessoais,post golp roub dad pesso,rede supermercado extra distribuir milho real produto pessoa situacao vulnerabilidade durante pandemia,Falso,,,,,
"Texto afirma que alcool gel destroi a pele e permite entrada do coronavirus no corpo, habitos saudaveis aumentam imunidade contra COVID-19",texto afirma alcool gel destroi pele permite entrada coronavirus corpo habitos saudaveis aumentam imunidade contra covid,text afirm alcool gel destro pel permit entrad coronavirus corp habit saudav aument imun contr covid,texto afirmar alcool gel destro por e permitir entrada coronaviru corpo habito saudavel aumentar imunidade contra covid,n existe evid ncia v rus possa infectar pessoas atrav s pele danos causados lcool gel s superficiais h bitos saud veis melhoram sistema imunol gico n garantem imunidade v rus,n exist evid nci v rus poss infect pesso atrav s pel dan caus lcool gel s superfic h bit saud veis melhor sistem imunol gic n garant imun v rus,texto afirmar alcool gel destro por e permitir entrada coronaviru corpo habito saudavel aumentar imunidade contra covid,Parcialmente falso,,,,,
"OMS se desculpou, voltou atras e agora recomenda o uso de hidroxicloroquina no tratamento de Covid-19",oms desculpou voltou atras agora recomenda uso hidroxicloroquina tratamento covid,oms desculp volt atras agor recomend uso hidroxicloroquin tratament covid,om desculpar voltar atras agora recomendar uso hidroxicloroquino tratamento covid,oms n recomenda uso hidroxicloroquina tratamento covid,oms n recomend uso hidroxicloroquin tratament covid,om desculpar voltar atras agora recomendar uso hidroxicloroquino tratamento covid,Falso,,,,,
Acordo da China para compra de vacinas da farmaceutica AstraZeneca (Sinovac) comprova que as vacinas chinesas vendidas no Brasil sao inuteis,acordo china compra vacinas farmaceutica astrazeneca sinovac comprova vacinas chinesas vendidas brasil sao inuteis,acord chin compr vacin farmaceut astrazenec sinovac comprov vacin chines vend brasil sao inut,acordo chino compra vacina farmaceutico astrazeneco sinovac comprovar vacina chinês vender brasil ser inutil,acordo oms nenhuma vacinas teste mundo ainda efic cia comprovada porque todas est teste al m disso acordo governo chin s astrazeneca prev fornecimento vacinas popula chinesa prop sito atender enorme demanda mercado chin s,acord oms nenhum vacin test mund aind efic cia comprov porqu tod est test al m diss acord govern chin s astrazenec prev fornec vacin popul chines prop sit atend enorm demand merc chin s,acordo chino compra vacina farmaceutico astrazeneco sinovac comprovar vacina chinês vender brasil ser inutil,Enganoso,,,,,
Agencia reguladora norte-americana FDA e Chine afirmaram que a cloroquina e 100% eficaz no tratamento da COVID-19.,agencia reguladora norte americana fda chine afirmaram cloroquina eficaz tratamento covid,agenc regul nort american fda chin afirm cloroquin eficaz tratament covid,agencia regulador norte americano fda chine afirmar cloroquina eficaz tratamento covid,tanto fda quanto china afirmam n h evid ncias cient ficas cloroquina eficiente china concordou uso medicamento droga experimental,tant fda quant chin afirm n h evid nci cient fic cloroquin eficient chin concord uso medic drog experimental,agencia regulador norte americano fda chine afirmar cloroquina eficaz tratamento covid,Enganoso,,,,,
Governo da Bahia orienta escolas a enterrarem alimentos enviados pelo governo federal durante pandemia para culpar o presidente Bolsonaro.,governo bahia orienta escolas enterrarem alimentos enviados governo federal durante pandemia culpar presidente bolsonaro,govern bah orient escol enterr aliment envi govern federal durant pandem culp president bolsonar,governo bahio orientar escola enterrar alimento enviar governo federal durante pandemia culpar presidente bolsonaro,v deo usado exemplo gravado terreno escola municipal compet ncia governo bahia al m disso pr pria diretora escola negou ter recebido orienta governo,v deo usad exempl grav terren escol municipal compet nci govern bah al m diss pr pri diretor escol neg ter receb orient govern,governo bahio orientar escola enterrar alimento enviar governo federal durante pandemia culpar presidente bolsonaro,Falso,,,,,
A OMS pede desculpas por se posicionar contra a hidroxicloroquina.,oms pede desculpas posicionar contra hidroxicloroquina,oms ped desculp posicion contr hidroxicloroquin,om pedir desculpa posicionar contra hidroxicloroquina,informa negada telefone opas organiza pan americana sa representante oms brasil,inform neg telefon opas organiz pan american sa represent oms brasil,om pedir desculpa posicionar contra hidroxicloroquina,Falso,,,,,
"As Lojas Americanas estao doando todo seu estoque, no valor de R$ 62 milhoes, para familias em situacao de vulnerabilidade por causa da pandemia",lojas americanas estao doando todo estoque valor r milhoes familias situacao vulnerabilidade causa pandemia,loj american esta doand tod estoqu valor r milho famil situaca vulner caus pandem,loja americano estar doar todo estoque valor r milho familia situacao vulnerabilidade causa pandemia,trata golpe roubo dados,trat golp roub dad,loja americano estar doar todo estoque valor r milho familia situacao vulnerabilidade causa pandemia,Falso,,,,,
"Foto de aglomeracao na praia de Ipanema publicada pelo jornal O Estado de S. Paulo e falsa, e foi tirada antes da pandemia",foto aglomeracao praia ipanema publicada jornal estado s paulo falsa tirada antes pandemia,fot aglomeraca pra ipanem public jornal estad s paul fals tir antes pandem,foto aglomeracao praia ipanema publicar jornal estar s paulo falso tirar antes pandemia,foto verdadeira arquivos exif fotos mostram tiradas agosto h pessoas m scaras fotos,fot verdadeir arquiv exif fot mostr tir agost h pesso m scar fot,foto aglomeracao praia ipanema publicar jornal estar s paulo falso tirar antes pandemia,Falso,,,,,
"Franca, Italia e Reino Unido decidiram adotar a cloroquina como tratamento padrao para COVID-19",franca italia reino unido decidiram adotar cloroquina tratamento padrao covid,franc ital rein unid decid adot cloroquin tratament padra covid,franca italia reino unir decidir adotar cloroquina tratamento padrao covid,nenhum tr s pa ses autoriza atualmente uso cloroquina tratamento covid,nenhum tr s pa ses autoriz atual uso cloroquin tratament covid,franca italia reino unir decidir adotar cloroquina tratamento padrao covid,Falso,,,,,
O FDA e a China consideram a cloroquina 100% eficaz contra a COVID-19,fda china consideram cloroquina eficaz contra covid,fda chin consid cloroquin eficaz contr covid,fda china considerar cloroquina eficaz contra covid,fda revogou autoriza emergencial uso cloroquina contra covid junho china permite uso admite n h comprova cient fica rem dio eficaz contra covid,fda revog autoriz emergencial uso cloroquin contr covid junh chin permit uso admit n h comprov cient fic rem dio eficaz contr covid,fda china considerar cloroquina eficaz contra covid,Falso,,,,,
"Em video, medico italiano denuncia conspiracao envolvendo COVID-19. O nome da doenca seria um acronimo de Certificado Identificacao de Vacinacao com Inteligencia Artificial, e 2019 e o ano que o virus foi criado",video medico italiano denuncia conspiracao envolvendo covid nome doenca acronimo certificado identificacao vacinacao inteligencia artificial ano virus criado,vid medic italian denunc conspiraca envolv covid nom doenc acronim certific identificaca vacinaca inteligenc artificial ano virus cri,video medico italiano denunciar conspiracao envolver covid nome doenca acronimo certificar identificacao vacinacao inteligencia artificial ano virus criar,covid significa coronavirus disease refere ano descoberta v rus,covid signif coronavirus diseas refer ano descobert v rus,video medico italiano denunciar conspiracao envolver covid nome doenca acronimo certificar identificacao vacinacao inteligencia artificial ano virus criar,Falso,,,,,
As vacinas contra COVID-19 causam alteracoes irreversiveis no DNA.,vacinas contra covid causam alteracoes irreversiveis dna,vacin contr covid caus alteraco irreversiv dna,vacina contra covid causar alteraco irreversivel dna,n h evid ncias vacinas feitas mrna possam causar danos pesquisa cient fica sugere s seguras,n h evid nci vacin feit mrna poss caus dan pesquis cient fic suger s segur,vacina contra covid causar alteraco irreversivel dna,Falso,,,,,
"O governador do Maranhao, Flavio Dino, causou aglomeracao no funeral de seu pai.",governador maranhao flavio dino causou aglomeracao funeral pai,govern maranha flavi din caus aglomeraca funeral pai,governador maranhao flavio dino causar aglomeracao funeral pai,imagem verdadeira,imag verdadeir,governador maranhao flavio dino causar aglomeracao funeral pai,Falso,,,,,
A ex-presidente Dilma defendeu rodizio de alunos para reabertura de escolas.,ex presidente dilma defendeu rodizio alunos reabertura escolas,ex president dilm defend rodizi alun reabertur escol,ex presidente dilmo defender rodizio aluno reabertura escola,ex presidente nunca disse informa inventada,ex president nunc diss inform invent,ex presidente dilmo defender rodizio aluno reabertura escola,Falso,,,,,
"Ha fraudes no cadastro de obitos por COVID-19, segundo tuite de Arthur Weintraub, assessor especial do presidente Jair Bolsonaro",ha fraudes cadastro obitos covid segundo tuite arthur weintraub assessor especial presidente jair bolsonaro,ha fraud cadastr obit covid segund tuit arthur weintraub assessor especial president jair bolsonar,ha fraude cadastro obito covid segundo tuite arthur weintraub assessor especial presidente jair bolsonaro,assessor especial usou informe desatualizado pequena prefeitura sugerir n meros pandemia brasil todos inventados prefeitura corrigiu informa antes arthur weintraub fizesse publicasse,assessor especial usou inform desatualiz pequen prefeitur suger n mer pandem brasil tod invent prefeitur corrig inform antes arthur weintraub fiz public,ha fraude cadastro obito covid segundo tuite arthur weintraub assessor especial presidente jair bolsonaro,Falso,,,,,
Pesquisa italiana comprovou a eficacia da hidroxicloroquina no tratamento da COVID-19.,pesquisa italiana comprovou eficacia hidroxicloroquina tratamento covid,pesquis italian comprov eficac hidroxicloroquin tratament covid,pesquisa italiano comprovar eficacia hidroxicloroquino tratamento covid,estudo observacional significa n aplica placebo alguns fatores poderiam influenciar resultado n sob controle nesse sentido estudo n desestimula uso medicamento tamb m n comprova efic cia,estud observacional signif n aplic placeb alguns fator pod influenc result n sob control ness sent estud n desestimul uso medic tamb m n comprov efic cia,pesquisa italiano comprovar eficacia hidroxicloroquino tratamento covid,Enganoso,,,,,
"SARS-CoV-2 vibra na frequencia de 5,5 Hz e morre acima de 25,5 Hz.",sars cov vibra frequencia hz morre acima hz,sars cov vibr frequenc hz morr acim hz,sar cov vibrar frequencia hz morrer acima hz,n h evid ncia cient fica comprove tese,n h evid nci cient fic comprov tes,sar cov vibrar frequencia hz morrer acima hz,Falso,,,,,
Foto de praia movimentada do Rio de Janeiro publicada por jornal brasileiro nao foi registrada durante a pandemia.,foto praia movimentada rio janeiro publicada jornal brasileiro nao registrada durante pandemia,fot pra moviment rio janeir public jornal brasileir nao registr durant pandem,foto praia movimentar rio janeiro publicar jornal brasileiro em o registrar durante pandemia,imagem registrada dia agosto conforme consta arquivo dados foto,imag registr dia agost conform const arquiv dad fot,foto praia movimentar rio janeiro publicar jornal brasileiro em o registrar durante pandemia,Falso,,,,,
"Medico italiano afirma em video que COVID-19 significa Certificado Internacional de Vacinacao com Inteligencia Artificial"".""",medico italiano afirma video covid significa certificado internacional vacinacao inteligencia artificial,medic italian afirm vid covid signif certific internacional vacinaca inteligenc artificial,medico italiano afirmar video covid significar certificado internacional vacinacao inteligencia artificial,termo significa doen corona virus grava m dico tamb m engana dizer vacinas enfraquecem sistema imunol gico verdade doses fortalecem defesas organismo afirma nenhum teste capaz detectar novo coronav rus tamb m falsa,term signif doen coron virus grav m dic tamb m engan diz vacin enfraquec sistem imunol gic verdad dos fortalec defes organ afirm nenhum test capaz detect nov coronav rus tamb m fals,medico italiano afirmar video covid significar certificado internacional vacinacao inteligencia artificial,Falso,,,,,
"Pesquisa do CDC (Center for Disease Control, orgao de saude do governo americano) mostra que apenas 6% das vitimas de COVID-19 foram mortas pelo coronavirus, diz jornalista brasileiro em video.",pesquisa cdc center disease control orgao saude governo americano mostra apenas vitimas covid mortas coronavirus diz jornalista brasileiro video,pesquis cdc cent diseas control orga saud govern american mostr apen vitim covid mort coronavirus diz jornal brasileir vid,pesquisa cdc center disease control orgao saude governo americano mostrar apenas vitima covid matar coronavirus dizer jornalista brasileiro video,segundo cdc interpreta est errada vez bitos registrados infec naquele pa s citam covid causa b sica morte al m disso lista comorbidades inclui condi es agudas podem ter ocorrido resultado infec covid pneumonia insufici ncia respirat ria infec es causadas durante hospitaliza,segund cdc interpret est errad vez bit registr infec naquel pa s cit covid caus b sic mort al m diss list comorb inclu cond es agud pod ter ocorr result infec covid pneumon insufic nci respirat ria infec es caus durant hospitaliz,pesquisa cdc center disease control orgao saude governo americano mostrar apenas vitima covid matar coronavirus dizer jornalista brasileiro video,Falso,,,,,
A ex-presidente Dilma Rousseff disse que a solucao para voltar as aulas durante a pandemia seria a rotatividade de professores e alunos.,ex presidente dilma rousseff disse solucao voltar aulas durante pandemia rotatividade professores alunos,ex president dilm rousseff diss soluca volt aul durant pandem rotat professor alun,ex presidente dilmo rousseff dizer solucao voltar aula durante pandemia rotatividade professor aluno,fatos n encontrou declara semelhante imprensa redes sociais dilma rousseff,fat n encontr decl semelh imprens red soc dilm rousseff,ex presidente dilmo rousseff dizer solucao voltar aula durante pandemia rotatividade professor aluno,Falso,,,,,
CDC concluiu que apenas 6% das mortes causadas de pacientes com COVID-19 foram causadas pelo virus em si,cdc concluiu apenas mortes causadas pacientes covid causadas virus si,cdc conclu apen mort caus pacient covid caus virus si,cdc concluir apenas morte causar paciente covid causar virus si,trata interpreta incorreta dados segundo pr prio cdc n mero representa apenas certid es bito n apresentam outras causas inclui complica es covid pneumonia insufici ncia respirat ria,trat interpret incorret dad segund pr pri cdc n mer represent apen certid es bit n apresent outr caus inclu complic es covid pneumon insufic nci respirat ria,cdc concluir apenas morte causar paciente covid causar virus si,Falso,,,,,
Estudo da Belgica prova que hidroxicloroquina e eficaz contra SARS-CoV-2.,estudo belgica prova hidroxicloroquina eficaz contra sars cov,estud belgic prov hidroxicloroquin eficaz contr sars cov,estudo belgico prova hidroxicloroquino eficaz contra sar cov,estudo observacional pesquisadores disseram medicamento sozinho n suficiente comprovar efic cia hidroxicloroquina tratamento covid,estud observacional pesquis diss medic sozinh n suficient comprov efic cia hidroxicloroquin tratament covid,estudo belgico prova hidroxicloroquino eficaz contra sar cov,Enganoso,,,,,
Pandemia e um plano para controlar a populacao.,pandemia plano controlar populacao,pandem plan control populaca,pandemia plano controlar populacao,informa es usadas s completamente falsas homem aparece v deo diz existe plano reduzir popula terra,inform es usad s complet fals hom aparec v deo diz exist plan reduz popul terr,pandemia plano controlar populacao,Falso,,,,,
Projeto de lei pretende tornar obrigatoria a vacinacao contra COVID-19; pessoas que recusarem serao presas.,projeto lei pretende tornar obrigatoria vacinacao contra covid pessoas recusarem serao presas,projet lei pretend torn obrigator vacinaca contr covid pesso recus sera pres,projeto lei pretender tornar obrigatoria vacinacao contra covid pessoa recusar ser prender,projeto lei n diz vacina obrigat ria possibilidade obrigar pessoas serem vacinadas j viabilizada lei assinada presidente jair bolsonaro apesar disso autor pl afirma n haver lei vacinar obrigatoriamente pessoas,projet lei n diz vacin obrigat ria possibil obrig pesso ser vacin j viabiliz lei assin president jair bolsonar apes diss autor pl afirm n hav lei vacin obrigatori pesso,projeto lei pretender tornar obrigatoria vacinacao contra covid pessoa recusar ser prender,Falso,,,,,
Mascaras caseiras nao servem para protegem a populacao de COVID-19,mascaras caseiras nao servem protegem populacao covid,masc caseir nao serv proteg populaca covid,mascara caseiro em o servir proteger populacao covid,diversos estudos comprovam m scaras reduzem chances contamina transmiss doen,divers estud comprov m scar reduz chanc contamin transmiss doen,mascara caseiro em o servir proteger populacao covid,Falso,,,,,
"Governo da Bahia fez licitacao para comprar hidroxicloroquina, apesar de ela ser distribuida gratuitamente pelo governo federal",governo bahia fez licitacao comprar hidroxicloroquina apesar ser distribuida gratuitamente governo federal,govern bah fez licitaca compr hidroxicloroquin apes ser distribu gratuit govern federal,governo bahio fazer licitacao comprar hidroxicloroquina apesar ser distribuir gratuitamente governo federal,governo bahia fato adquiriu medicamento distribui pacientes l pus artrite uni s distribui hidroxicloroquina casos covid,govern bah fat adquir medic distribu pacient l pus artrit uni s distribu hidroxicloroquin cas covid,governo bahio fazer licitacao comprar hidroxicloroquina apesar ser distribuir gratuitamente governo federal,Parcialmente falso,,,,,
"Cuba, Argentina e Venezuela, ao contrario do Brasil, nao pagaram auxilio emergencial durante a pandemia para a populacao mais pobre",cuba argentina venezuela contrario brasil nao pagaram auxilio emergencial durante pandemia populacao pobre,cub argentin venezuel contrari brasil nao pag auxili emergencial durant pandem populaca pobr,cuba argentino venezuelo contrario brasil em o pagar auxilio emergencial durante pandemia populacao pobre,tr s pa ses forneceram aux lio parcela popula,tr s pa ses fornec aux lio parcel popul,cuba argentino venezuelo contrario brasil em o pagar auxilio emergencial durante pandemia populacao pobre,Falso,,,,,
"Ex-presidente Dilma Rousseff disse que, na volta as aulas, e preciso fazer um rodizio: professores num dia, alunos no outro",ex presidente dilma rousseff disse volta aulas preciso fazer rodizio professores dia alunos outro,ex president dilm rousseff diss volt aul precis faz rodizi professor dia alun outr,ex presidente dilmo rousseff dizer volta aula preciso fazer rodizio professor dia aluno outro,dilma nunca disse,dilm nunc diss,ex presidente dilmo rousseff dizer volta aula preciso fazer rodizio professor dia aluno outro,Falso,,,,,
As mascaras aumentam a acidez do sangue e prejudicam a imunidade.,mascaras aumentam acidez sangue prejudicam imunidade,masc aument acidez sang prejudic imun,mascara aumentar acidez sangue prejudicar imunidade,n h evid ncias m scaras causem hipercapnia grande quantidade co inalada aumenta acidez sangue arterial segundo minist rio sa especialistas ouvidos fatos prote es hoje preconizadas contra covid t m poros sa n prejudicam respira correta imunidade,n h evid nci m scar caus hipercapn grand quantidad co inal aument acidez sang arterial segund minist rio sa especial ouv fat prot es hoj preconiz contr covid t m por sa n prejudic resp corret imun,mascara aumentar acidez sangue prejudicar imunidade,Falso,,,,,
China importou vacina sueca e deixou a imunizacao de fabricacao propria apenas para brasileiros.,china importou vacina sueca deixou imunizacao fabricacao propria apenas brasileiros,chin import vacin suec deix imunizaca fabricaca propr apen brasileir,china importar vacina sueco deixar imunizacao fabricacao proprio apenas brasileiro,verdade contrato comercial farmac utica anglo sueca astrazeneca parceira oxford produ vacina assinado laborat rio privado chin s shenzhen kangtai n governo chin s acordo tamb m n atrapalha desenvolvimento coronavac pertence empresa sinovac biotech est fase testes s paulo,verdad contrat comercial farmac utic anglo suec astrazenec parceir oxford produ vacin assin laborat rio priv chin s shenzhen kangta n govern chin s acord tamb m n atrapalh desenvolv coronavac pertenc empres sinovac biotech est fas test s paul,china importar vacina sueco deixar imunizacao fabricacao proprio apenas brasileiro,Enganoso,,,,,
Vendas de produtos chineses sofrem queda de 30% em Santa Catarina.,vendas produtos chineses sofrem queda santa catarina,vend produt chines sofr qued sant catarin,venda produto chinês sofrer queda santo catarino,nico n mero p blico dispon vel minist rio economia indica queda valor importa es totais estado janeiro julho deste ano rela per odo entanto banco dados n segmenta informa es origem mercadoria,nic n mer p blic dispon vel minist rio econom indic qued valor import es tot estad janeir julh dest ano rel per odo entant banc dad n segment inform es orig mercador,venda produto chinês sofrer queda santo catarino,Falso,,,,,
"Governo do estado da Bahia abriu licitacao para compra de hidroxicloroquina, embora governo federal ofereca o medicamento gratuitamente.",governo estado bahia abriu licitacao compra hidroxicloroquina embora governo federal ofereca medicamento gratuitamente,govern estad bah abriu licitaca compr hidroxicloroquin embor govern federal oferec medic gratuit,governo estar bahia abrir licitacao compra hidroxicloroquino embora governo federal oferecer medicamento gratuitamente,licita estado compra sulfato hidroxicloroquina n oferecido governo federal aquisi tamb m n destina tratamento covid outras doen l pus dermatomiosite polimiosite artrite reumatoide segundo secretaria sa bahia,licit estad compr sulfat hidroxicloroquin n oferec govern federal aquis tamb m n destin tratament covid outr doen l pus dermatomiosit polimiosit artrit reumatoid segund secret sa bah,governo estar bahia abrir licitacao compra hidroxicloroquino embora governo federal oferecer medicamento gratuitamente,Falso,,,,,
Numero de mortes no Brasil por COVID-19 cai logo depois que as praias ficam lotadas.,numero mortes brasil covid cai logo praias ficam lotadas,numer mort brasil covid cai log pra fic lot,numero morte brasil covid cair logo praia ficar lotar,al m utilizar banco dados ainda atualiza observa tend ncia queda n mero bitos dois estados desde antes dessa data,al m utiliz banc dad aind atualiz observ tend nci qued n mer bit dois estad desd antes dess dat,numero morte brasil covid cair logo praia ficar lotar,Falso,,,,,
Presidente da Camara dos Deputados assiste a festa do ex-governador do Rio de Janeiro durante pandemia.,presidente camara deputados assiste festa ex governador rio janeiro durante pandemia,president cam deput assist fest ex govern rio janeir durant pandem,presidente camara deputado assistir festa ex governador rio janeiro durante pandemia,imagem divulgada redes ltimo fim semana setembro mar bem antes pez ser preso novembro daquele ano dois anos antes pandemia covid,imag divulg red ltim fim seman setembr mar bem antes pez ser pres novembr daquel ano dois anos antes pandem covid,presidente camara deputado assistir festa ex governador rio janeiro durante pandemia,Falso,,,,,
Teste de video em que o usuario deve prender a respiracao por cerca de 20 segundos diagnostica a infeccao por COVID-19.,teste video usuario deve prender respiracao cerca segundos diagnostica infeccao covid,test vid usuari dev prend respiraca cerc segund diagnost infecca covid,teste video usuario dever prender respiracao cerca segundo diagnostico infeccao covid,segundo oms organiza mundial sa especialista entrevistado fatos n poss vel diagnosticar covid paciente capacidade prender respira,segund oms organiz mundial sa especial entrevist fat n poss vel diagnostic covid pacient capac prend resp,teste video usuario dever prender respiracao cerca segundo diagnostico infeccao covid,Falso,,,,,
O banco de dados do Banco Mundial mostra que os testes para COVID-19 foram adquiridos desde 2017.,banco dados banco mundial mostra testes covid adquiridos desde,banc dad banc mundial mostr test covid adquir desd,banco dar banco mundial mostrar teste covid adquirir desde,abril deste ano plataforma passou reunir itens m dicos considerados relevantes pandemia alguns reagentes usados testes nomenclatura kits teste covid objetivo auxiliar monitoramento aquisi desses insumos gerou confus pois compras feitas antes circula novo coronav rus passaram ser classificadas nome doen ap s interpreta err nea nova nomenclatura causava wits voltou atr s,abril dest ano plataform pass reun itens m dic consider relev pandem alguns reagent usad test nomenclatur kits test covid objet auxili monitor aquis dess insum ger confus pois compr feit antes circul nov coronav rus pass ser classific nom doen ap s interpret err nea nov nomenclatur caus wits volt atr s,banco dar banco mundial mostrar teste covid adquirir desde,Falso,,,,,
"As vacinas conta Covid-19 causam danos irreversiveis ao DNA humano, diz Robert F. Kennedy Jr.",vacinas conta covid causam danos irreversiveis dna humano diz robert f kennedy jr,vacin cont covid caus dan irreversiv dna human diz robert f kennedy jr,vacina contar covid causar dano irreversivel de ana humano dizer robert f kennedy jr,especialistas ouvidos fatos explicaram genoma manipulado nesses casos est v rus n humano imuniza es s ajudam sistema imunol gico reconhecer combater infec es v rus,especial ouv fat explic genom manipul ness cas est v rus n human imuniz es s ajud sistem imunol gic reconhec combat infec es v rus,vacina contar covid causar dano irreversivel de ana humano dizer robert f kennedy jr,Falso,,,,,
Tres adolescentes morreram em Sao Paulo apos receberem uma dose da vacina produzida pela China.,tres adolescentes morreram sao paulo apos receberem dose vacina produzida china,tres adolescent morr sao paul apos receb dos vacin produz chin,tres adolescente morrer ser paulo apos receber dose vacina produzir china,instituto butantan parceiro testes brasil disse n registradas mortes rea es adversas graves vacina al m disso todos volunt rios coronavac s paulo t m anos s profissionais sa perfil n enquadra adolescentes anos citados postagens supostas v timas imuniza,institut butantan parceir test brasil diss n registr mort rea es advers grav vacin al m diss tod volunt rios coronavac s paul t m anos s profission sa perfil n enquadr adolescent anos cit postagens supost v tim imuniz,tres adolescente morrer ser paulo apos receber dose vacina produzir china,Falso,,,,,
"Argentina, Venezuela e Cuba nao ofereceram assistencia financeira a seus cidadaos durante a pandemia",argentina venezuela cuba nao ofereceram assistencia financeira cidadaos durante pandemia,argentin venezuel cub nao oferec assistenc financeir cidada durant pandem,argentino venezuelo cubo nao oferecer assistencia financeiro cidar durante pandemia,argentina venezuela adotaram programas semelhantes ajuda emergencial brasileira ilha caribenha fez mudan lei ajudar desempregados,argentin venezuel adot program semelh ajud emergencial brasileir ilha caribenh fez mudan lei ajud desempreg,argentino venezuelo cubo nao oferecer assistencia financeiro cidar durante pandemia,Falso,Brasil,Português,Redes Sociais,"Ao contrário do que diz a imagem, as bolsas de valores da China sofreram com a pandemia. Dois dos índices mais importantes do país - o CSI 300, que reúne as maiores empresas nas bolsas de Xangai e Shenzhen, e o Xangai composto - caíram 8% e 0,94% desde o início do ano. Além disso, o surto de coronavírus causou uma redução da atividade econômica na China, com uma queda acentuada na produção industrial e nas vendas no varejo e um aumento na taxa de desemprego nos primeiros dois meses de 2020.",15/03/2020
